18. März 2018	Ingrid SMS geantwortet		Drogenparty	
19. März 2018		Trampolin	Drogenparty	
20. März 2018		Trampolin	Drogenparty	
21. März 2018	Zahnarzt Zahnreinigung, MV Sex, wahnsinnig geil		Drogenparty	
22. März 2018	MV Sex, wahnsinnig geil, Manu mündl. Prüfung bestanden, umarmt		Drogenparty	
23. März 2018			Drogenparty	
24. März 2018	Erbsensuppe, Therme Bad Aibling, aber voll	Trampolin	Drogenparty	
25. März 2018	Blumenkohl mit Lammkotlett	MTB, Trampolin	Drogenparty	
26. März 2018	C&A einkaufen	Trampolin	Drogenparty	
27. März 2018	BOB fahren Bayrischzell	Trampolin	Tote Unschuld	
28. März 2018	RAV 30000km Inspektion	Trampolin	Tote Unschuld	
29. März 2018		Trampolin	Tote Unschuld	
30. März 2018	kochen Lachs, Kaesekuchen backen, Termin Taettowierer	Trampolin	Tote Unschuld	
31. März 2018	kochen Lachs	Trampolin	Tote Unschuld	
1. April 2018	kochen Lamm, Mama und Kerstin telefoniert	Trampolin	Blutmosaik	
2. April 2018	FXDL fahren	Trampolin	Blutmosaik	
3. April 2018	MV Sex, Sparkasse Kredit	Trampolin	Blutmosaik	
4. April 2018	MV Kaffee bei McDonald	Trampolin	Blutmosaik	
5. April 2018	MV Sex	Trampolin		
6. April 2018	Kreditantrag, Brennholz geliefert, Tättowieren Seepferd, Anker, Seestern		Blutmosaik	
7. April 2018	Holz einraeumen, Harley fahren		Blutmosaik	rund um Chiemsee, Kufstein
8. April 2018	FXDL fahren, Lamm braten Bohnensalat		Blutmosaik	Gelting Harley Eck, Starnbergsee See
9. April 2018	FXDL fahren	Trampolin	Blutmosaik	Feldkirchen, Glonn, Bruckmuehl, Leitzachtal
10. April 2018	FXDL Arbeit gefahren, Kredit ausgezahlt	Trampolin	Blutmosaik	
11. April 2018		Trampolin	Blutmosaik	
12. April 2018	VS eVB Nummer, Sabine 16000,00 Euro; KFZ-Zulassung Termin		Blutmosaik	HD Augsburg wg Brief am Samstag
13. April 2018	Dauerauftrag Sabine kuendigen, Depot Fonds Anteil kaufen			
14. April 2018	Augsburg fahren FLHC Brief holen, Auflauf gekocht	Trampolin	Die Todestherapie	
15. April 2018	FXDL fahren	Trampolin	Die Todestherapie	Irschenberg, Brannenburg, Kufstein, Thiersee, Bayrischzell
16. April 2018	FLHC zugelassen, Sabine 50,00 Tättowierung	Trampolin	Die Todestherapie	
17. April 2018	MV Stundenhotel		Die Todestherapie	
18. April 2018	MV Sex	Trampolin	Die Todestherapie	
19. April 2018	MV Sex, FLHC in Augsburg geholt, Brief Toyota Bank	Trampolin	Die Todestherapie	
20. April 2018	FXDL abholen wg Inspektion,  FLHC fahren, Tättowieren Seepferd, Anker schattieren			
21. April 2018	FLHC, kochen Schweinelende, Spargel		Die Todestherapie	Kufstein, Walchsee, Wilder Kaiser, Thiersee, Landl
22. April 2018	FLHC fahren	Trampolin	Die Todestherapie	Sylvensteinstausee, Walchensee
23. April 2018		Trampolin	Die Todestherapie	
24. April 2018	BOB , S-Bahn fahren arbeit fahren, MV Sex-quicky		Die Todestherapie	
25. April 2018	FLHC arbeit fahren, Doerr Rezept, Eigentümer Versammlung		Die Todestherapie	
26. April 2018		Trampolin	Die Todestherapie	
27. April 2018	FXDL in Geretsrief geholt		Die Todestherapie	
28. April 2018	FLHC fahren		Ihr kalter Atem	Nussdorf, Erl, Oberaudorf
29. April 2018	FXDL fahren		Ihr kalter Atem	Nussdorf, Erl, Sudelfeld
30. April 2018	Sehtest, KofferAnhänger gekauft, Wührer Führerscheinantrag	Trampolin	Ihr kalter Atem	
1. Mai 2018	FLHC fahren	Trampolin	Ihr kalter Atem	Brannenburg
2. Mai 2018	FLHC Arbeit fahren, Zahnarzt Huber			
3. Mai 2018			Ihr kalter Atem	
4. Mai 2018	Gemeinde Führerscheinantrag, Tättowierer Seestern schattieren			
5. Mai 2018	FLHC fahren		Ihr kalter Atem	Chiemsee, Siegsdorf, Schneizlreuth, Lofer, Koessen, Nussdorf
6. Mai 2018	FXDL fahren, Flur putzen		Ihr kalter Atem	Hoehenkirchen, Ebersberg
7. Mai 2018	Sattlerei Sommerer, Führerschein Papiere Fahrschule Wührer		Ihr kalter Atem	
8. Mai 2018	FLHC arbeit fahren, Buero Umzug, Cycle Factory wegen Fussraten		Ihr kalter Atem	
9. Mai 2018			Ihr kalter Atem	
10. Mai 2018	FXDL fahren			Nussdorf,Erl, Ebbs, Kufstein, Landl
11. Mai 2018	FXDL Cycle Factory wegen Fussraten	Trampolin	Ihr kalter Atem	
12. Mai 2018	Frikadellen, FXDL fahren, Steuererklärung abgegeben		Ihr kalter Atem	Bad Toelz, Holzkirchen, Sauerlach, Feldkirchen, Leitzachtal
13. Mai 2018	FLHC fahren, Mama telefoniert, Muttertag	Trampolin	Ihr kalter Atem	Weyern, Feldkirchen, Vagen, Leitzachtal
14. Mai 2018	Sattlerei	Trampolin	Ihr kalter Atem	
15. Mai 2018	MV Sex draussen		Ihr kalter Atem	
16. Mai 2018	MV Stundenhotel		Ihr kalter Atem	
17. Mai 2018	MV Sex	Trampolin	Ihr kalter Atem	
18. Mai 2018		Trampolin	Ihr kalter Atem	
19. Mai 2018	FLHC fahren, Lamm kochen	Trampolin	Ihr kalter Atem	Nussdorf,Erl, Ebbs, Kufstein, Landl
20. Mai 2018	FXDL fahren		Ihr kalter Atem	Irschenberg
21. Mai 2018	FLHC fahren	Trampolin	Ihr kalter Atem	Weyern, Hoehenkirchen, Anzing, Erding, Dorfen, Bad Aibling
22. Mai 2018	Sattlerei Sommerer Heritage Sitze		Kluftinger	
23. Mai 2018	Auffahrrampe geliefert	Trampolin	Kluftinger	
24. Mai 2018	BMC meeting und Italiener Essen, MV Sex		Kluftinger	
25. Mai 2018		Trampolin	Kluftinger	
26. Mai 2018	FXDL fahren, Fisch mit Spargel		Kluftinger	Nussdorf,Erl, Ebbs, Kufstein, Landl, Leitzachtal
27. Mai 2018	FXDL fahren, Lachs mit Spargel	Trampolin	Kluftinger	Irschenberg, Vagen, Aying, Holzkirchen, Bad Toelz
28. Mai 2018	FLHC Sattel fertig, FLHC Inspektion fahren		Kluftinger	HD Geretsried
29. Mai 2018		Trampolin	Kluftinger	
30. Mai 2018	FLHC abholen in Geretsried		Kluftinger	HD Geretsried, Miesbach, Leitzachtal
31. Mai 2018	FXDL fahren, Tomatensosse kochen, FXDL und FLHC waschen		Kluftinger	Irschenberg, Vagen, Feldkirchen, Grossherenberg, Glonn, Ellmosen, Bad Aibling, Leitzachtal
1. Juni 2018	Holz sägen, FLHC fahren		Kluftinger	Irschenberg, Vagen, Feldkirchen, Grossherenberg, Glonn, Antoling, Leitzachtal
2. Juni 2018	FLHC fahren		Kluftinger	Irschenberg, Pang, Frassdorf, Aschau, Sachrang, Ebbs, Kufstein, Landl, Beyharting, Irschenberg. Leitzachtal
3. Juni 2018	FXDL fahren, Fisch braten	Trampolin	Kluftinger	Bad Toelz, Walchensee, Sylvenstein
4. Juni 2018	FXDL fahren		Kluftinger	Irschenberg, Bruckmuehl, Feldkirchen, Glonn, Beyharting, Leitzachtal
5. Juni 2018	FLHC arbeit fahren		Kluftinger	
6. Juni 2018	FLHC arbeit fahren		Kluftinger	
7. Juni 2018	Holz mitnehmen		Kluftinger	
8. Juni 2018		Trampolin	Kluftinger	
9. Juni 2018	FXDL fahren		Kluftinger	Irschenberg, Kolbermoor, Leitzachtal
10. Juni 2018	FLHC fahren		Kluftinger	Weyern, Kreuzstrasse, Aying, Pullach, Hundham, Leitzachtal
11. Juni 2018	FLHC fahren		Der Ruf des Kuckucks	Hundham, Brannenburg, Sudelfeld
12. Juni 2018		schwimmen Kronthaler	Der Ruf des Kuckucks	
13. Juni 2018		schwimmen Kronthaler	Der Ruf des Kuckucks	Panik beim schwimmen
14. Juni 2018	MV Mühlseen, Louis Helm gekauft, Cycle Factory Fussrastenanlage bestellt, Mama und Kerstin telefoniert		Der Ruf des Kuckucks	
15. Juni 2018			Der Ruf des Kuckucks	
16. Juni 2018	Holz sägen, FXDL fahren		Der Ruf des Kuckucks	Tegernsee, Sylvenstein, Bad Toelz, Holzkirchen, Kreuzstrasse, Vagen, Letzachtal
17. Juni 2018	FLHC fahren, Fisch braten		Der Ruf des Kuckucks	Irschenberg, Feldkirchen, Glonn, Grafing, Vagen, Parsberg 
18. Juni 2018		schwimmen Kronthaler	Der Ruf des Kuckucks	
19. Juni 2018	MV Sex draussen	schwimmen Kronthaler	Der Ruf des Kuckucks	
20. Juni 2018	FXDL Cycle Factory wegen Fussrasten und Lenker		Der Ruf des Kuckucks	
21. Juni 2018	Fahrstunde		Der Ruf des Kuckucks	
22. Juni 2018	Geld Anhänger abgehoben, FLHC fahren		Der Ruf des Kuckucks	Weyarn, Feldkirchen, Glonn, Grafing, Au, Leitzachtal
23. Juni 2018	FLHC		Der Ruf des Kuckucks	Bad Toelz, Sylvenstein, Achensee, Brixlegg, Kundl,Wörgl, Kufstein, Landl, Hundam, Pullach,Irschenberg, Leitzachtal
24. Juni 2018	FLHC, Pilze kochen	Trampolin	Der Ruf des Kuckucks	Pang, Prutting, Wasserburg, Steinhöring, Zorneding, Glonn, Feldkirchen, Glonn, Leitzachtal
25. Juni 2018	Fahrstunde		Der Ruf des Kuckucks	
26. Juni 2018	FLHC arbeit fahren, Kerstin telefoniert	Trampolin	Der Ruf des Kuckucks	
27. Juni 2018	Fuehrerscheinpruefung	Trampolin	Der Ruf des Kuckucks	
28. Juni 2018			Der Ruf des Kuckucks	
29. Juni 2018	Führerschein beim TÜV abgeholt, West Coast Choppers Helm geliefert			
30. Juni 2018	FLHC fahren, kochen - Pilze	Trampolin	Wie sehr willst du leben	Irschenberg, Schoenau, Glonn, Feldkirchen, Bruckmuehl, Leitzachtal
1. Juli 2018	FLHC fahren, Fisch braten	Trampolin	Wie sehr willst du leben	Parsberg, Nussdof, Ebbs, Kufstein, Thiersee, Landl
2. Juli 2018	RAV MB-RX 168 Sommerreifen und Inspektion, FLHC putzen	Trampolin	Wie sehr willst du leben	
3. Juli 2018	MV Sex		Wie sehr willst du leben	
4. Juli 2018	Massage Gerät		Wie sehr willst du leben	
5. Juli 2018	FXDL abholen, Lukas Geburtstag, Massage Geraet	Trampolin	Wie sehr willst du leben	Irschenberg, Leitzachtal
6. Juli 2018			Wie sehr willst du leben	
7. Juli 2018	FXDL fahren		Wie sehr willst du leben	Irschenberg, Tuntenhausen, Bad Endorf, Chieming, Reith im Winkl, Koessen, Kufstein, Landl
8. Juli 2018	FXDL fahren, Massage Gerät, Fisch braten		Wie sehr willst du leben	Bad Toelz, Walchensee, Sylvenstein, Bad Toelz, Miesabch, Leitzachtal 
9. Juli 2018	FLHC fahren	Trampolin	Wie sehr willst du leben	Hundham, Bad Feilnbach, Pullach, Beyharting, Glonn, Feldkirchen, Irschenberg, Leitzachtal
10. Juli 2018	MV Sex		Wie sehr willst du leben	
11. Juli 2018	Anhänger bezahlt, FLHC geräusche Cycle Factory, Massage Gerät		Wie sehr willst du leben	
12. Juli 2018	Anhänger zugelassen & abgeholt, FXDL neue Zulassungbescheinigung, Massage Gerät		Wie sehr willst du leben	
13. Juli 2018	FLHC fahren, Cycle Factoy - abroll geräusche, Massage Gerät	Trampolin	Wie sehr willst du leben	
14. Juli 2018	Anhänger einräumen, FXDL fahren, Fisch braten, Massage Gerät		Wie sehr willst du leben	Woehrnsmuehl, Fischbachau, Bayrischzell, Landl, Kuftsein, Ebbs, Erl, Flintsbach, Pullach, Irschenberg, Leitzachtal
15. Juli 2018	FLHC fahren, FXDL in Anhänger fahren & Rückwärts rausrollen, Massage Gerät		Wie sehr willst du leben	FXDL in Anhänger ging sehr gut; Parsberg, Fischbachau, Bayrischzell, Landl, Kufstein, Ebbs, Erl, Flintsbach, Pullach, Irschenberg, Leitzachtal
16. Juli 2018	FXDL fahren			Miesbach, Irschenberg, Golling, Vagen, Golling, Leitzachtal
17. Juli 2018	Gref & Voelsing Bestellung, FLHC fahren, Holz sägen		Wie sehr willst du leben	MB, Tölz, Bad Heilnbrunn, Wolfratshausen,  Otterfing, Feldkirchen, Irschenberg, Leitzachtal
18. Juli 2018	FLHC fahren		Champagnertod	MB, Brannenburg, Erl, Ebbs, Kufstein, Landl, Schliersee
19. Juli 2018	FXDL fahren, Hotelzimmer buchen	Trampolin	Champagnertod	Irschenberg, Beyharting, Grafing, Steinheoring, Hohenlinden, Mkt Schwaben, Anzing, Glonn, Feldkirchen, Vagen, Leitzachtal
20. Juli 2018	FXDL fahren		Champagnertod	Parsberg, Bad Flintsbach, Brannenburg, Kiefersfelden, Thiersee, Landl
21. Juli 2018	FLHC fahren morgens und am Abend im Regen, Pommes		Champagnertod	Irschenberg, Vagen, Feldkirchen, Grossherenberg, Unterlaus, Pullach, Hundham - Bad Toelz, Geretsried, Leitzachtal
22. Juli 2018	Fisch und Pommes kochen		Champagnertod	
23. Juli 2018	FLHC fahren, Anhänger holen		Champagnertod	Geretsried, Muensing, Seeshaupt, STA
24. Juli 2018	FXDL fahren	Trampolin	Champagnertod	Wörnsmühl, Irschenberg , Au, Pang, Rohrdorf, Aschau, Sachrang, Kufstein, Landl
25. Juli 2018	FLHC Geretsried holen			Parsberg, Braennenburg, Sudelfeld, Leitzachtal
26. Juli 2018	Gambach fahren, MV mitgefahren, Hotel Grossen-Linden			
27. Juli 2018	MV Hotel Grossen-Linden, Mama besucht, Kerstin besucht			
28. Juli 2018	Gambach Hausham gefahren			
29. Juli 2018	FLHC fahren		Champagnertod	Parsberg, Irschenberg, Pullach, Hundham, Leitzachtal, MB, Kreuzstrasse, Leitern, Weyern
30. Juli 2018	Zulassungsstelle FLHC Leistungsänderung, FXDL fahren		Champagnertod	Bad Toelz, Sylvenstein, Walchensee
31. Juli 2018	FXDL fahren, Freibad MB		Champagnertod	Irschenberg, Pulling, Brannenburg, Sudelfeld
1. August 2018	FLHC fahren, Freibad MB			Parsberg, Bad Feilnbach, Raubling, Pullach, Vagen, Irschenberg
2. August 2018	FXDL fahren, Freibad MB		Champagnertod	MB, Weyarn, Faistenar, Feldkirchen, Golling, Irschenberg, Parsberg
3. August 2018	FXDL ABS entlueften, FLHC fahren		Champagnertod	MB, Weyarn, Faistenar, Feldkirchen, Vagen, Irschenberg, Leitzachtal, Schliersee 
4. August 2018	FXDL fahren, FLHC Irschenberg, Seehamer See,  Dinzler essen, T-Bone Steak		Champagnertod	Parsberg, Erl , Kössen, St. Johann, Kufstein, Landl, Leitzachtal 
5. August 2018	FXDL und FLHC waschen, Fisch braten		Champagnertod	
6. August 2018	FXDL fahren		Champagnertod	Schliersee, Bayrischzell, Sudelfeld, Bab Feilnbach, Hundham, Leitzachtal, MB, Gmund
7. August 2018	MV Sex, Doerr Rezept, Huber Rechnung		Champagnertod	
8. August 2018	MV Sex		Champagnertod, Boeses Geheimnis	
9. August 2018			Boeses Geheimnis	
10. August 2018			Boeses Geheimnis	
11. August 2018	FLHC fahren		Boeses Geheimnis	Parsberg, Au, Bad Feilnbach, Brannenburg, Erl, Ebbs, Kufstein, Landl, Schliersee
12. August 2018	FXDL fahren, Fisch kochen		Boeses Geheimnis	Parsberg, Au, Bad Feilnbach, Brannenburg, Erl, Ebbs, Kufstein, Landl, Leitzachtal
13. August 2018	FXDL fahren		Boeses Geheimnis	Gmund, Bad Toelz, Holki, Weyern, Seehamer See, Leitzachtal, Woernsmuehl
14. August 2018	MV Sex		Boeses Geheimnis	
15. August 2018	FLHC fahren, Pizza backen		Boeses Geheimnis	Parsberg, Auerschmid, Irschenberg, Woernsmuehl
16. August 2018			Das Boese	
17. August 2018	FLHC fahren		Das Boese	Parsberg, Bad Feilnbach, Brannenburg, Nussdorf, Rohrdorf, RO, Golling, Irschenberg, Letzachtal, Woernsmuehl
18. August 2018	FXDL fahren, Fisch braten		Das Boese	Bad Toelz, Sylvenstein, Walchensee, Kochel, Bad Toelz, Holzkirchen, Foeching, Fellach, Feldkirchen, Vagen, Leitzachtal, Schliersee
19. August 2018	FXDL fahren, Fisch braten		Das Boese	Woernsmuehl, Hundham, Pang, Simsee, Frasdorf, Aschau, Sachrang, Kufstein, Landl
20. August 2018	FLHC fahren, HD Geretsried wg Road King		Das Boese	MB, Bad Toelz, Geretsried, Bad Toelz, MB
21. August 2018	FXDL arbeit fahren, CB hat auf email geantwortet		Das Boese	
22. August 2018	FLHC arbeit fahren		Das Boese	
23. August 2018	CB email und telefoniert, MV Sex		Das Boese	
24. August 2018		Trampolin	Das Boese	
25. August 2018	Gulasch kochen		Das Boese	
26. August 2018			Das Boese	
27. August 2018	FXDL fahren	Trampolin	Das Boese	Parsberg, Au, Brannenburg, Raubling, Pang, Golling, Irschenberg, Woernsmuehl
28. August 2018	FXDL arbeit fahren		Das Boese	
29. August 2018	FLHC arbeit fahren		Das Boese	
30. August 2018			Das Boese	
31. August 2018	Erbseneintopf		Das Boese	
1. September 2018			Das Boese	
2. September 2018	Fisch braten		Das Boese	
3. September 2018	FLHC fahren, FXDL Sitzbank Sattlerei abgegeben		Rachgier	Gmund, Holki, Seehamer See, Leitzachtal, Woernsmuehl
4. September 2018	Jekyll und Hyde Werkstattmodus		Rachgier	
5. September 2018	FLHC arbeit fahren, CB telefoniert			
6. September 2018	MV sex		Rachgier	
7. September 2018			Rachgier	
8. September 2018	Zwetschgenmus kochen,Ilona und Rolf getroffen Gmund, Steak braten		Rachgier	
9. September 2018	FLHC fahren, Fisch braten		Rachgier	Parsberg, Bad Feilnberg, Brannenburg, Sudelfeld, Hundham
10. September 2018	FLHC fahren		Rachgier	Hundham, Pullach, Beyharting, Glonn, Aying, Vagen, Leitzachtal
11. September 2018			Rachgier	
12. September 2018	Zwetschgenmus kochen, FLHC fahren		Rachgier	Parsberg, Au, Brannenburg, Sudelfeld, Hundham
13. September 2018	Steak essen Muenchen BMC im Little London			
14. September 2018			Rachgier	
15. September 2018	Zwetchgenmus, FLHC fahren		Rachgier	Parsberg, Brannenburg, Kiefersfelden, Landl
16. September 2018	FLHC fahren, FLHC Luft pruefen		Rachgier	Hundham, Pullach, Goetting, Fedlkirchen, Glonn, Vaterstetten, Anzing, EBE,Grafing,  Straussdorf, Beyharting, Irschenberg, Leitzachtal
17. September 2018	FLHC fahren		Rachgier	Leitzachtal, Au, Bad Feilnbach, Brannenburg, Sudelfeld, Schliersee
18. September 2018	FLHC arbeit fahren		Rachgier	
19. September 2018	FLHC arbeit fahren			
20. September 2018			Rachgier	
21. September 2018			Rachgier	
22. September 2018	Lammbraten, Holz sägen, Flur putzen, FLHC waschen		Rachgier	
23. September 2018	FLHC fahren		Rachgier	Woernsmuehl, Hundham, Brannenburg, Kufstein, Landl, Hundham, Leitzachtal
24. September 2018	Paletten mitgenommen		Rachgier	
25. September 2018	FLHC arbeit fahren, FXDL Sitz abholen		Rachgier	
26. September 2018	FXDL arbeit fahren, MidYear review		Rachgier	
27. September 2018	MV Hotel Sex			
28. September 2018	FXDL fahren		Rachgier	Parsberg, Irschenberg, Golling, Vagen, Leitzachtal
29. September 2018	FXDL fahren		Rachgier	Hundham, Brannenburg, Nussdorf, Frasdorf, Aschau, Bernried, Prien, Bad Endorf, RO, Pang, golling, Leitzachtal
30. September 2018	FLHC fahren		Rachgier	Bad Toelz, Sylvenstein, Walchensee, Bad Toelz
1. Oktober 2018	Keller geraeumt		Rachgier	
2. Oktober 2018			Rachgier	
3. Oktober 2018			Rachgier	
4. Oktober 2018	FLHC fahren, Thunfisch Aufstrich		Rachgier	Parsberg, Pang, Erl, Ebbs, Kufstein, Landl, Leitzachtal
5. Oktober 2018	FXDL fahren		Toedlicher Befehl	Parsberg, Au, Bad Feilnbach, Brannenburg, Erl, Ebbs, Kufstein, Landl, Schliersee
6. Oktober 2018	FXDL fahren, Frikadellen, Wirsching		Toedlicher Befehl	
7. Oktober 2018			Toedlicher Befehl	
8. Oktober 2018	FXDL fahren		Toedlicher Befehl	Hundham, Bad Feilnbach, Raubling, Pullach, Vagen, Leitzachtal
9. Oktober 2018	FLHC arbeit fahren		Toedlicher Befehl	
10. Oktober 2018	FLHC arbeit fahren		Toedlicher Befehl	
11. Oktober 2018	FLHC arbeit fahren		Toedlicher Befehl	
12. Oktober 2018	Satteltaschen lackieren		Toedlicher Befehl	
13. Oktober 2018	Lamm, FXFL fahren		Toedlicher Befehl	Hundham, Pullach, Feldkirchen, Unterlaus, Irschenebrg, Leitzachtal
14. Oktober 2018	FXDL fahren		Toedlicher Befehl	Parsberg, Bad Feilbach, Pullach, Beyharting, Glonn, Oberframmern, Hoehemkirchen, Feldkrichen, Vagen. Leitzachtal
15. Oktober 2018	FXDL fahren		Toedlicher Befehl	Woernsmuehl, Hundham, Bad Feilnbach, Brannenburg, Sudelfeld, Woernsmuehl
16. Oktober 2018	MV Sex		Der Fluestermann	
17. Oktober 2018	FLHC arbeit fahren		Der Fluestermann	
18. Oktober 2018			Der Fluestermann	
19. Oktober 2018			Der Fluestermann	
20. Oktober 2018	FLHC fahren, Wirsing kochen, FLHC waschen		Der Fluestermann	Parsberg, Bad Feilnbach, Brannenburg, Nussdorf, Erl, Ebbs, Kufstein, Landl, Schliersee
21. Oktober 2018	FXDL fahren		Der Fluestermann	Parsberg, Bad Feilnbach, Brannenburg, Kiefersfelden, Kufstein, Landl, Leitzachtal
22. Oktober 2018	CB Sex Hotel Salzburg		Der Fluestermann	
23. Oktober 2018			Der Fluestermann	
24. Oktober 2018	BMC essen Italiener			
25. Oktober 2018	RAV MB AX 812 Winterreifen wechseln		Der Fluestermann	
26. Oktober 2018			Der Fluestermann	
27. Oktober 2018	Rouladen gekocht, Apfelkuchen		Der Fluestermann	
28. Oktober 2018			Der Fluestermann	
29. Oktober 2018			Quercher und das Jammertal	
30. Oktober 2018	MV Sex		Quercher und das Jammertal	
31. Oktober 2018	MV Sex,  Hotel Achheim 6h Zimmer		Quercher und das Jammertal	
1. November 2018	FLHC fahren		Quercher und das Jammertal	Parsberg, Au, Pang, Brannenburg, Nussdorf, Erl, Ebbs, Kufstein, Landl, Woernsmuehl
2. November 2018	Hefebrezen gebacken		Quercher und das Jammertal	
3. November 2018	FXDL fahren, Fisch braten, Tomatensalat		Quercher und das Jammertal	Bad Toelz, Penzberg, Sesshaupt, Muensing, WOR, Geretsried, Bad Toelz
4. November 2018	FXDL fahren		Quercher und das Jammertal	Parsberg, Au, Pullach. Maxlrain, Golling, Irschenberg, Leitzachtal, Woernsmuehl
5. November 2018	FLHC fahren			Bad Toelz, Holki, Foeching, Fellach, Kreuzstarsse, Feldkirchen, Vagen, Leitsachtal, Woernsmuehl
6. November 2018	BMC exchange München, Award		Quercher und das Jammertal	
7. November 2018	FXDL arbeit fahren		Quercher und das Jammertal	
8. November 2018				
9. November 2018	Bolognaise kochen		Quercher und das Jammertal	
10. November 2018	FLHC fahren		Quercher und das Jammertal	Parsberg, Au, Pang, RO, Rohrdorf, Simsee, Bad Endorf, golling, Irschenberg, Leitzachtal, Woernsmuehl
11. November 2018	FXDL fahren		Quercher und das Jammertal	Hundham, Brannenburg, Nussdorf, Rohrdorf, Simsee, Pang, Leitzachtal, Woernsmuehl
12. November 2018	FXDL fahren		Quercher und das Jammertal	Hundham, Brannenburg, Nussdorf, Rohrdorf, Pang, Leitzachtal, Woernsmuehl
13. November 2018	MV Sex im Auto		Quercher und das Jammertal	
14. November 2018	MV Sex, Hotel Schwaig 6h Zimmer		Quercher und das Jammertal	
15. November 2018			Quercher und das Jammertal	
16. November 2018			Das Killer Hotel	
17. November 2018	Frikadellen & Wirsing gekocht, FXDL waschen & zusammen mit FLHC in Anhänger		Das Killer Hotel	
18. November 2018	Mama gestorben		Das Killer Hotel	
19. November 2018	Bratkartoffeln & Bratwuerstchen		Das Killer Hotel	
20. November 2018	Milchreis kochen		Das Killer Hotel	
21. November 2018	MV beim Baecker in der frueh abgeholt und am abend nach hause gefahren		Das Killer Hotel	
22. November 2018			Das Killer Hotel	
23. November 2018			Der Schädelbrecher	
24. November 2018	Pizza backen		Der Schädelbrecher	SM beim saufen erwischt
25. November 2018	Nudel und Tomatensosse, Harley verzurrt Anhänger	walken, kurz laufen	Der Schädelbrecher	
26. November 2018	Buch Muttertag - Nele Neuhaus gekauft	walken, kurz laufen	Der Schädelbrecher	
27. November 2018	MV Sex im Auto		Der Schädelbrecher	
28. November 2018	MV Sex, Hotel Schwaig 6h Zimmer	walken, kurz laufen	Der Schädelbrecher	
29. November 2018	BMC workshop, MV nach Gi-Linden Hotel gefahren, Griedel gefahren	walken Krontahler		
30. November 2018	MV Gi-Linden Hotel, Beerdigung Mama			
1. Dezember 2018	Griedel Ilona und Kerstin verabschiedet, MV Gi-Linden München gefahren		Der Schädelbrecher	
2. Dezember 2018		walken, Hugel aufwaerts, kurz laufen		
3. Dezember 2018	FLHC - HD Galerie Gelting / Wolfratshausen Winterlagerung		Der Schädelbrecher, Winterkalt	Anhänger verloren
4. Dezember 2018	MV Bäcker abgeholt		Winterkalt	
5. Dezember 2018	CB hat treffen für 10.12. abgesagt		Winterkalt	
6. Dezember 2018	MV Bäcker abgeholt		Winterkalt	
7. Dezember 2018			Winterkalt	
8. Dezember 2018	FXDL Batterie ausbauen, Schitzel mit Rosenkohl	walken, kurz laufen	Winterkalt	
9. Dezember 2018		walken ueber KH, kurz laufen	Winterkalt	
10. Dezember 2018	MV Sex, Hotel Schwaig 6h Zimmer		Winterkalt	
11. Dezember 2018	MV Sex im Auto, geilen BJ, Zahnarzt Termin		Winterkalt	
12. Dezember 2018	Dörr 24h Blutdruck, Blutabnahme		Winterkalt	
13. Dezember 2018	Dörr check, Ultraschall, MV Sex im Auto		Winterkalt	
14. Dezember 2018			Winterkalt	
15. Dezember 2018	Fisch mit Kartoffelsalat	walken Stadlberg	Winterkalt	
16. Dezember 2018	Fisch mit Bratkartoffeln	walken Stadlberg	Winterkalt	
17. Dezember 2018			Wovon träumst du?	
18. Dezember 2018			Wovon träumst du?	
19. Dezember 2018	MV Sex im Auto, geilen BJ			
20. Dezember 2018			Wovon träumst du?	
21. Dezember 2018			Wovon träumst du?	
22. Dezember 2018	Lamm kochen			
23. Dezember 2018				
24. Dezember 2018		walken	Wovon träumst du?	
25. Dezember 2018	Ilona telefoniert		Wovon träumst du?	
26. Dezember 2018	Apfelkuecherl	walken ueber KH	Wovon träumst du?	
27. Dezember 2018				
28. Dezember 2018				
29. Dezember 2018	Rosenkohl kochen	walken Stadlberg, Althausham	Wovon träumst du?	
30. Dezember 2018	Fisch braten		Wovon träumst du?	
31. Dezember 2018	Wirsing kochen	walken ueber KH, ohne Pause		
1. Januar 2019		walken ueber KH, ohne Pause	Wovon träumst du?	
2. Januar 2019			Wovon träumst du?	
3. Januar 2019	`	walken, Baumstumpf & zurueck		30 Minuten, geht immer in der Mittagspause
4. Januar 2019			Verschwunden	
5. Januar 2019			Verschwunden	starker Schneefall
6. Januar 2019			Verschwunden	starker Schneefall
7. Januar 2019			Verschwunden	
8. Januar 2019			Verschwunden	
9. Januar 2019	MV Sex Hotel Ramada Oberding		Verschwunden	
10. Januar 2019	MV Sex Hotel Ramada Oberding		Verschwunden	
11. Januar 2019			Verschwunden	
12. Januar 2019			Verschwunden	
13. Januar 2019			Verschwunden	
14. Januar 2019			Verschwunden	SM wieder mal am saufen, Flasche JD, liegt nackt im Buero auf dem Boden
15. Januar 2019	MV Sex im Auto		Verschwunden	
16. Januar 2019			Verschwunden	
17. Januar 2019	MV abgeholt beim Bäcker		Verschwunden	
18. Januar 2019			Die TodesApp	
19. Januar 2019		walken	Die TodesApp	
20. Januar 2019		walken	Die TodesApp	Stadlberg, viel Schnee, schwierig zu gehen
21. Januar 2019			Die TodesApp	
22. Januar 2019			Die TodesApp	
23. Januar 2019			Die TodesApp	
